word_freq_make;word_freq_address;word_freq_all;word_freq_3d;word_freq_our;word_freq_over;word_freq_remove;word_freq_internet;word_freq_order;word_freq_mail;word_freq_receive;word_freq_will;word_freq_people;word_freq_report;word_freq_addresses;word_freq_free;word_freq_business;word_freq_email;word_freq_you;word_freq_credit;word_freq_your;word_freq_font;word_freq_000;word_freq_money;word_freq_hp;word_freq_hpl;word_freq_george;word_freq_650;word_freq_lab;word_freq_labs;word_freq_telnet;word_freq_857;word_freq_data;word_freq_415;word_freq_85;word_freq_technology;word_freq_1999;word_freq_parts;word_freq_pm;word_freq_direct;word_freq_cs;word_freq_meeting;word_freq_original;word_freq_project;word_freq_re;word_freq_edu;word_freq_table;word_freq_conference;"char_freq_;";char_freq_(;char_freq_[;char_freq_!;char_freq_$;char_freq_#;capital_run_length_average;capital_run_length_longest;capital_run_length_total;spam_class
0;0;0;0;189;27;0;0;0;0;0;81;0;0;0;27;0;0;351;0;27;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;91;0;139;11;89;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483;483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;302;0;17;5;17;1
0;68;0;0;0;0;0;0;0;68;136;0;0;0;0;0;0;0;204;0;68;0;0;0;68;0;0;68;0;0;136;0;0;0;68;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;0;0;3826;30;264;1
0;0;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;0;1543;0;0;2777;6;25;1
0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;436;436;0;873;0;0;4142;12;29;1
0;0;48;0;146;0;48;0;0;0;0;97;0;0;0;48;97;0;243;0;243;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;81;0;488;244;0;5431;78;239;1
0;48;48;0;48;0;0;0;0;0;0;97;0;0;0;48;0;97;146;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;963;0;0;31;61;186;1
0;41;166;0;41;0;0;0;0;0;0;41;0;0;0;41;0;83;208;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;68;0;75;0;0;3851;121;285;1
3;0;0;0;61;92;0;245;0;0;0;3;153;0;0;0;0;3;276;0;61;0;3;61;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;51;0;207;207;0;2132;30;226;1
0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;335;0;671;0;0;4;12;28;1
0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;355;0;711;0;0;4;12;28;1
0;0;55;0;111;0;18;0;0;0;0;18;92;0;18;0;37;37;315;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;0;426;0;0;1283;4;68;1
0;0;0;0;52;0;26;52;0;26;26;52;0;0;0;26;156;26;182;208;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;813;36;147;2145;38;339;1
15;45;105;0;45;0;0;181;6;75;0;9;3;0;3;0;0;0;407;0;151;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;25;0;1318;68;0;5301;130;774;1
18;0;18;0;157;36;6;6;6;12;6;54;3;6;0;0;72;6;454;24;109;0;84;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;1;52;0;1;167;0;1733;12;442;1
49;0;99;0;0;99;0;0;0;99;99;248;49;0;0;497;99;0;348;0;199;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;17;0;0;1468;8;94;1
46;3;46;0;5;12;5;28;43;74;25;97;56;123;0;25;43;2;322;0;146;0;105;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;65;0;325;756;153;5891;193;3040;1
46;46;26;0;0;33;6;33;0;112;39;73;79;0;26;26;0;26;351;0;66;0;19;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;84;0;278;23;84;3887;40;898;1
0;192;0;0;192;0;0;0;0;0;0;192;0;0;0;0;0;0;192;0;384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;12;33;1
73;36;109;0;0;73;73;109;36;36;0;36;0;0;0;109;36;36;219;219;219;0;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;498;332;0;3254;30;179;1
6;12;77;0;19;32;38;0;6;0;0;64;25;0;12;0;0;12;167;6;7;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;4;3;0;244;71;0;1732;43;750;1
0;126;0;0;0;126;0;0;0;0;0;126;0;0;0;0;0;0;0;0;126;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;0;0;0;0;198;0;198;596;0;3833;17;69;1
73;36;73;0;0;73;73;11;36;36;0;36;0;0;0;11;36;36;22;22;22;0;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;5;333;0;3259;30;176;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;108;0;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1478;0;0;2;30;106;1
0;0;0;0;0;0;104;0;0;0;0;104;0;0;0;0;104;0;366;0;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;246;0;615;61;61;3318;59;146;1
0;0;126;0;0;0;0;0;0;0;0;253;0;0;0;0;0;0;253;0;506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3642;8;51;1
0;45;45;0;45;0;0;0;0;0;0;45;0;0;0;45;0;91;136;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1501;0;0;2777;61;200;1
0;42;168;0;42;0;0;0;0;0;0;42;0;0;0;42;0;84;21;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;66;0;669;0;0;3837;121;284;1
0;59;0;0;0;0;59;0;0;59;0;59;0;0;0;0;0;118;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;0;0;0;0;8586;66;249;1
23;0;47;0;23;0;0;0;0;0;0;0;0;23;0;23;23;0;71;0;189;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;43;43;0;175;0;0;1294;11;66;1
0;0;46;0;139;0;93;93;0;0;46;93;0;0;0;139;0;46;93;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;69;1442;8;75;1
0;34;0;0;68;0;68;0;0;34;34;0;0;0;0;34;0;136;342;0;273;0;0;0;34;34;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;48;0;1411;15;96;1
12;24;12;0;132;36;0;36;0;0;36;72;0;0;0;0;0;0;41;0;301;0;12;0;0;0;0;0;0;0;0;0;12;0;0;0;12;0;0;12;0;0;0;0;0;0;0;0;0;59;0;19;19;0;1714;34;180;1
66;0;66;0;0;0;0;0;0;66;0;0;0;0;0;198;132;0;132;0;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2205;0;0;3184;34;121;1
0;48;48;0;146;0;48;0;0;97;48;0;0;0;0;48;0;0;97;48;195;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;48;0;0;0;0;0;0;0;0;0;73;0;589;294;0;485;47;194;1
0;0;0;0;0;0;147;0;0;147;0;147;0;0;0;0;0;0;588;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1214;3;17;1
3;0;61;0;0;0;0;0;0;92;3;92;3;3;0;215;61;0;553;0;123;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1053;351;25;3884;66;303;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;201;0;0;1;0;4548;59;141;1
0;0;0;0;126;0;253;126;126;126;126;126;0;0;0;0;506;0;253;126;379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537;0;0;725;287;290;1
0;53;53;0;53;0;0;0;0;0;0;53;0;0;0;53;0;106;16;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;877;0;0;34;61;187;1
0;44;89;0;44;0;0;0;0;0;0;44;0;0;0;44;0;89;224;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;73;0;807;0;0;3849;121;281;1
0;46;46;0;46;46;46;0;0;0;46;46;0;0;0;92;0;92;276;0;138;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;46;0;0;0;0;0;0;298;223;0;2156;13;110;1
0;0;48;0;144;0;48;0;0;0;0;96;0;0;0;48;96;0;241;0;241;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;81;0;486;243;0;513;78;236;1
0;94;94;0;0;0;0;0;0;94;0;0;0;0;0;283;0;0;94;0;94;0;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1366;0;0;265;245;318;1
0;0;177;0;0;0;0;0;0;0;0;59;0;0;0;0;0;59;414;0;118;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;0;165;82;0;2325;16;100;1
75;18;37;0;18;12;0;25;75;31;25;151;31;37;0;37;44;12;296;69;126;0;44;75;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;12;0;0;6;0;0;0;0;0;0;85;53;437;234;64;3675;45;1066;1
0;41;2;0;167;2;2;0;0;104;2;0;2;0;0;83;2;0;209;0;62;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;62;0;2;0;0;0;132;0;0;165;15;175;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;526;526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;0;1666;5;10;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1431;0;0;4071;29;114;1
0;0;23;0;0;0;23;0;0;95;0;47;0;23;0;23;95;0;238;0;19;0;0;47;0;0;0;0;0;0;0;0;0;0;0;23;23;0;0;0;0;0;0;0;0;0;0;0;0;123;0;197;0;24;5038;280;519;1
0;72;72;0;0;0;0;145;0;0;72;0;0;0;0;291;0;72;145;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;495;0;0;1525;8;61;1
0;0;128;0;128;128;0;0;0;0;0;0;0;0;0;128;0;0;256;0;128;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;0;724;0;0;3071;9;43;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;0;834;0;0;513;27;118;1
0;46;46;0;14;0;46;186;0;93;46;0;0;0;0;186;0;0;93;46;14;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;46;0;0;0;0;0;0;0;0;0;71;0;571;214;0;463;64;213;1
0;0;38;0;115;76;0;0;0;0;0;38;38;0;0;38;0;38;269;0;23;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;61;61;0;1775;20;158;1
0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;79;158;158;396;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;268;0;268;0;0;2815;26;107;1
6;6;47;0;4;0;0;0;67;6;0;33;13;0;0;2;0;0;114;13;121;0;0;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;6;0;0;0;21;107;0;96;85;1;3353;144;845;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1153;0;0;0;0;38;23;38;1
0;56;112;0;224;0;112;0;0;0;0;56;56;0;0;56;28;0;393;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;1083;333;0;4974;140;194;1
47;31;47;0;5;13;5;26;44;76;26;97;58;126;0;26;44;0;325;0;15;0;105;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;66;0;322;764;159;61;193;3038;1
59;44;29;0;14;3;3;14;56;67;29;67;59;123;3;22;44;7;343;0;153;0;59;63;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;75;0;613;532;137;73;763;2453;1
59;44;29;0;14;3;3;14;56;67;29;67;59;123;3;22;44;7;343;0;153;0;59;63;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;75;0;612;531;137;73;763;2453;1
46;0;46;0;0;0;0;46;0;0;0;138;0;0;231;0;46;46;277;0;231;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;494;0;82;823;0;34;12;102;1
0;0;46;0;0;0;46;0;0;0;46;0;0;0;0;0;0;14;187;0;0;93;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;2676;32;91;1
0;35;7;0;35;0;0;0;0;0;0;7;0;0;0;105;0;7;211;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;122;0;1284;0;0;3639;61;313;1
0;43;43;0;43;0;0;0;0;0;0;43;0;0;0;43;0;86;129;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;736;0;0;281;61;222;1
0;0;0;0;0;6;0;0;0;121;0;0;0;0;0;6;0;0;121;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;518;414;31;0;0;4897;17;191;1
124;41;124;0;0;0;0;0;0;0;0;41;0;0;0;41;0;82;373;0;124;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;65;0;461;527;0;3166;19;114;1
0;0;0;0;425;0;7;0;0;0;0;0;0;0;0;283;0;0;496;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;1153;3;30;1
0;0;64;0;0;64;0;0;0;0;0;0;0;0;0;64;0;0;259;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;94;189;284;662;0;0;10068;131;292;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0;0;0;0;0;0;0;0;0;0;0;305;611;0;1529;0;0;55;22;66;1
0;0;64;0;0;64;0;0;0;0;0;0;0;0;0;64;0;0;259;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;94;189;284;662;0;0;10068;131;292;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0;0;0;0;0;0;0;0;0;0;0;305;611;0;1529;0;0;55;22;66;1
0;0;64;0;0;64;0;0;0;0;0;0;0;0;0;64;0;0;259;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;94;189;284;662;0;0;10068;131;292;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0;0;0;0;0;0;0;0;0;0;0;305;611;0;1529;0;0;55;22;66;1
0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;79;0;0;158;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;115;231;347;462;0;0;5793;22;168;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0;0;0;0;0;0;0;0;0;0;0;305;611;0;1529;0;0;55;22;66;1
0;0;0;0;0;0;196;0;0;196;0;196;0;0;0;0;0;0;392;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6166;60;74;1
0;0;0;0;0;0;246;0;0;0;0;0;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1907;0;0;1285;7;36;1
0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;0;0;0;2913;27;67;1
